,show_id,show_title,brand,union_id,xmin,ymin,xmax,ymax,gender,season,style,category,collar,sleeve,sleeve_type,fabric,contour,clothes_length,technology,texture,accessories,path,done,ori_w,ori_h,ratio,aesthetic,cv_var,cv_lightness,cv_saturation,caption-base,caption-large,face_count,face_loc,face_col,weight,view,look_at_viewer,color_3,color_2,color_1,prompt_image,prompt_clothes,tgt_w,tgt_h
1333415,4c3288fba2b128c5aab2eb9c3c61d1ff,18/19秋冬巴黎A.W.A.K.E.成衣,A.W.A.K.E.,33_094e5d59386fda9e9a3f646f089a56a7,0.3487,0.4037,0.6767,0.9136,女装,秋冬,都市,大衣 / 风衣,翻驳领,中长袖,,呢绒,H型,长款,无工艺,纯色,基础扣饰,imgs/show_768/64dc9a357dcdce1b69cd3790fcbb4516_574a1d60f6a470b15ce44b88ae74997a.png,True,2561.0,3842.0,0.67,4.92113733291626,224.72600173330724,120.33669252748842,83.89503083405671,a woman in a brown coat and hat standing in front of a wooden wall,arafed woman in a brown coat and black hat standing in front of a wooden wall,1.0,"(180, 427, 259, 348)",0.0,1.0,3.0,False,伊甸园色,伊甸园绿,绿色,"a full body view photo , a woman in a brown coat and hat standing in front of a wooden wall , White Race","Women's Clothes for Autumn and Winter , Urban Style Green Color Overcoat , L Size , Revers Collar , Wool Fabric , H-Line Contour , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
1333416,4c3288fba2b128c5aab2eb9c3c61d1ff,18/19秋冬巴黎A.W.A.K.E.成衣,A.W.A.K.E.,33_094e5d59386fda9e9a3f646f089a56a7,0.3182,0.2262,0.7068,0.6426,女装,秋冬,都市,大衣 / 风衣,翻驳领,中长袖,,化纤,H型,中款,无工艺,纯色,基础扣饰,imgs/show_768/64dc9a357dcdce1b69cd3790fcbb4516_574a1d60f6a470b15ce44b88ae74997a.png,True,2561.0,3842.0,0.67,4.92113733291626,224.72600173330724,120.33669252748842,83.89503083405671,a woman in a brown coat and hat standing in front of a wooden wall,arafed woman in a brown coat and black hat standing in front of a wooden wall,1.0,"(180, 427, 259, 348)",0.0,1.0,3.0,False,伊甸园色#榉树色,伊甸园绿#岩石灰,绿色#大地色,"a full body view photo , a woman in a brown coat and hat standing in front of a wooden wall , White Race","Women's Clothes for Autumn and Winter , Urban Style Green & Earth Tone Color Overcoat , M Size , Revers Collar , Chemical Fabric , H-Line Contour , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
1335439,27760d0a76021cd062682f398af9bb57,2021春夏上海Alice Yu成衣,Alice Yu,33_63624c6056977a399c8445b9c87b6e8b,0.1784,0.187,0.8837,0.8776,女装,春夏,精致/奢华#浪漫/淑女,礼服,V领,无袖,无袖,纱,A型,长款,拼接,纯色,蕾丝花边,imgs/show_768/fa2d8633a5c1a4fba474c8c2ab81dca9_6eb757ca31ff0ba4da18d5e793204716.png,True,3335.0,5000.0,0.67,6.000080108642578,228.30061170470543,127.73037832754628,48.945019757306135,a model walks the runway at the fashion show,arafed woman in a black dress walking down a runway,1.0,"(98, 435, 193, 341)",0.0,1.0,3.0,True,蓝黑色,幽蓝,蓝色,"a full body view photo , a model walks the runway at the fashion show , White Race , Look_at_viewer","Women's Clothes for Spring and Summer , Refined / Luxurious & Romance / Lady Style Blue Color Dresses , L Size , V-Neck Collar , Sleeveless , Yarn Fabric , A-Line Contour , Splicing Making Technology , Solid Color Texture , Lace Ruffles Accessories",768,1152
1336855,cd2be4b42f38d80c488fd31df7463065,2021春夏东京Room no.8成衣,Room no.8,33_dd6b292c46357a98ccd697b32fa2115b,0.201,0.2693,0.7865,0.826,女装,秋冬,日常休闲,针织套衫,圆形领,中长袖,基础袖,毛纺,H型,中款,无工艺,纯色,,imgs/show_768/7e8a2727f8a81629a070dc77169acb69_26e76d13540948a1401d945959a95064.png,True,1199.0,1500.0,0.8,5.647502422332764,229.833059948616,128.21494773582177,60.38291987666377,a woman wearing a brown sweater and black pants,arafed woman in a brown sweater posing for a picture,1.0,"(149, 434, 285, 297)",0.0,1.0,2.0,True,烤山核桃棕#僧袍色#苏丹褐,烤山核桃#可可棕,大地色,"a mid-length body view photo , a woman wearing a brown sweater and black pants , White Race , Look_at_viewer","Women's Clothes for Autumn and Winter , Daily Leisure Style Earth Tone Color Knit Pullover , M Size , Round Neck Collar , Medium Long Sleeve in Basic Sleeves Type, Woolen Fabric , H-Line Contour , No process Making Technology , Solid Color Texture",768,1152
1338634,8473b5659e6764ebae93a87427c2f81f,2023春夏巴黎Maison Mihara Yasuhiro 三原康裕,Maison Mihara Yasuhiro 三原康裕,120_3fac422de86745e0d0199c66d95f0847,0.2975,0.178,0.7379,0.6844,男装,春夏,前卫,大衣 / 风衣,连帽领,中长袖,,防护功能,O型,中款,拼接,文字图案#撞色/渐变,基础扣饰,imgs/show_768/9d45068a1ce2db250a29925ca3529f47_9ff3fbca30d85f8a25382529b293b923.png,True,1667.0,2500.0,0.67,5.748717308044434,463.0495224888596,113.20486337167246,53.75290821216725,a man walking down a runway with a lot of people,arafed man walking down a runway with a shirtless torso,1.0,"(124, 419, 203, 340)",3.0,1.0,3.0,True,踢踏舞鞋色,深黑,黑白灰,"a full body view photo , a man walking down a runway with a lot of people , Black Race , Look_at_viewer","Man's Clothes for Spring and Summer , Midfielder Style Achromatic Color Overcoat , M Size , Hoodie Collar , Protection Function Fabric , O-Line Contour , Splicing Making Technology , Text Pattern & Bump / Gradient Texture , Basic Buckle Accessories",768,1152
1338635,8473b5659e6764ebae93a87427c2f81f,2023春夏巴黎Maison Mihara Yasuhiro 三原康裕,Maison Mihara Yasuhiro 三原康裕,120_3fac422de86745e0d0199c66d95f0847,0.3827,0.392,0.6749,0.9328,男装,春夏,前卫,中长裤,,,基础袖,化纤,,超长款,无工艺,纯色,基础扣饰,imgs/show_768/9d45068a1ce2db250a29925ca3529f47_9ff3fbca30d85f8a25382529b293b923.png,True,1667.0,2500.0,0.67,5.748717308044434,463.0495224888596,113.20486337167246,53.75290821216725,a man walking down a runway with a lot of people,arafed man walking down a runway with a shirtless torso,1.0,"(124, 419, 203, 340)",3.0,1.0,3.0,True,踢踏舞鞋色,深黑,黑白灰,"a full body view photo , a man walking down a runway with a lot of people , Black Race , Look_at_viewer","Man's Clothes for Spring and Summer , Midfielder Style Achromatic Color Middle Trousers , XL Size , Chemical Fabric , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
1341331,ceb7cce06e259e845d10af525aa271a2,21/22秋冬东京Comme des Garcons Shirt成衣,Comme des Garcons Shirt,33_0036c60ce291bbb7fcb9c0b2aa564576,0.3206,0.5004,0.6512,0.8925,男装,春夏,都市,牛仔长裤,立领,中长袖,,牛仔面料,H型,长款,拼接,撞色/渐变,,imgs/show_768/e0d6014f2f5cf59c113cef5a062b3a86_c3290a23c7cab4a150aced3d4778fe2f.png,True,1600.0,2400.0,0.67,5.297667980194092,335.45262859930216,152.93823807327837,20.273569742838543,a model walks the runway at the maison maison maison maison maison maison maison maison maison maison maison maison,arafed male model in a blue and white striped shirt and blue pants,1.0,"(100, 419, 179, 340)",0.0,1.0,3.0,False,夜空色,暗军蓝,黑白灰,"a full body view photo , a model walks the runway at the maison , White Race","Man's Clothes for Spring and Summer , Urban Style Achromatic Color Denim Pants , L Size , Stand Collar , Denim Fabric , H-Line Contour , Splicing Making Technology , Bump / Gradient Texture",768,1152
1341332,ceb7cce06e259e845d10af525aa271a2,21/22秋冬东京Comme des Garcons Shirt成衣,Comme des Garcons Shirt,33_0036c60ce291bbb7fcb9c0b2aa564576,0.2775,0.17,0.6925,0.5583,男装,春夏,都市,衬衫,衬衫领,中长袖,拼接袖,棉麻,H型,中款,拼接,条纹/波纹#撞色/渐变,基础扣饰,imgs/show_768/e0d6014f2f5cf59c113cef5a062b3a86_c3290a23c7cab4a150aced3d4778fe2f.png,True,1600.0,2400.0,0.67,5.297667980194092,335.45262859930216,152.93823807327837,20.273569742838543,a model walks the runway at the maison maison maison maison maison maison maison maison maison maison maison maison,arafed male model in a blue and white striped shirt and blue pants,1.0,"(100, 419, 179, 340)",0.0,1.0,3.0,False,山脊灰#深渊蓝#荷兰蓝,淡紫灰#深度蓝#星蓝石色,紫色#蓝色,"a full body view photo , a model walks the runway at the maison , White Race","Man's Clothes for Spring and Summer , Urban Style Purple & Blue Color Shirt , M Size , Shirt Collar , Medium Long Sleeve in Patchwork Sleeves Type, Cotton And Linen Fabric , H-Line Contour , Splicing Making Technology , Stripe / Ripple & Bump / Gradient Texture , Basic Buckle Accessories",768,1152
1343985,bffb480d1860e09e6b002fff5cb6307d,2018春夏纽约Rosie Assoulin成衣,Rosie Assoulin,33_10b935ff078e64cb1f71eb961327f51b,0.3385,0.4755,0.6323,0.8594,女装,春夏,日常休闲,中长裤,,,基础袖,棉麻,H型,长款,无工艺,格纹/菱格,,imgs/show_768/88b939ec779e74c7302b636a44086a87_9dc2d7be6c556d1368d5868553729229.png,True,2570.0,3861.0,0.67,5.116068840026856,421.168594756714,103.97891800491898,70.69518477828414,a model in a white shirt and yellow pants,arafed woman in plaid pants and a white blouse standing in a room,1.0,"(79, 397, 174, 302)",0.0,1.0,3.0,True,沙白色,银白,大地色,"a full body view photo , a model in a white shirt and yellow pants , White Race , Look_at_viewer","Women's Clothes for Spring and Summer , Daily Leisure Style Earth Tone Color Middle Trousers , L Size , Cotton And Linen Fabric , H-Line Contour , No process Making Technology , Grid / Rhombie Texture",768,1152
1343986,bffb480d1860e09e6b002fff5cb6307d,2018春夏纽约Rosie Assoulin成衣,Rosie Assoulin,33_10b935ff078e64cb1f71eb961327f51b,0.244,0.1722,0.6868,0.5061,女装,春夏,复古,衬衫,方形领,中长袖,,棉麻,A型,中款,拼接,格纹/菱格,基础扣饰,imgs/show_768/88b939ec779e74c7302b636a44086a87_9dc2d7be6c556d1368d5868553729229.png,True,2570.0,3861.0,0.67,5.116068840026856,421.168594756714,103.97891800491898,70.69518477828414,a model in a white shirt and yellow pants,arafed woman in plaid pants and a white blouse standing in a room,1.0,"(79, 397, 174, 302)",0.0,1.0,3.0,True,气泡白#炽白,法意白#亮白,绿色#黑白灰,"a full body view photo , a model in a white shirt and yellow pants , White Race , Look_at_viewer","Women's Clothes for Spring and Summer , Retro Style Green & Achromatic Color Shirt , M Size , Square Neck Collar , Cotton And Linen Fabric , A-Line Contour , Splicing Making Technology , Grid / Rhombie Texture , Basic Buckle Accessories",768,1152
1345175,08bb8efaf1695e9cd05884c6445cf4f4,2020春夏伦敦Roberta Einer成衣,Roberta Einer,33_1e368bd81c81e1acc20a5ada63a8eb66,0.2478,0.1493,0.6767,0.9033,女装,春夏,浪漫/淑女,针织裙,立领,中长袖,,毛纺,A型,超长款,拼接,纯色,流苏,imgs/show_768/b91b11023bb53624917ef6d6a3f11fc9_d5d42a78bf528c4ba0e9ec64e9f4ab26.png,True,1800.0,2700.0,0.67,5.716053009033203,1335.0000101703783,174.4727896231192,37.6653464988426,a model walks the runway at the london fashion week show,araffe wearing a dress with a high neck and a high slit,1.0,"(69, 445, 164, 350)",3.0,1.0,3.0,False,淡紫蓝色#黎明灰,淡紫蓝#浅灰蓝,紫色#蓝色,"a full body view photo , a model walks the runway at the london fashion week show , Black Race","Women's Clothes for Spring and Summer , Romance / Lady Style Purple & Blue Color Knit Skirt , XL Size , Stand Collar , Woolen Fabric , A-Line Contour , Splicing Making Technology , Solid Color Texture , Tassel Accessories",768,1152
1346447,7472dc7d17cb7fb426c5b86643ae2148,2019春夏新西兰Miromoda Showcase成衣,Miromoda Showcase,33_da25e1ec8274f0d07333d42dd4a8a00a,0.3001,0.2197,0.6969,0.5098,女装,春夏,日常休闲,套衫,圆形领,中长袖,基础袖,棉麻,常规型,无法确定,打结-扭结,纯色,本布腰带,imgs/show_768/e73612e860c9da3ef6efa1bb011d96c5_6c1640be84bf23c2932fa61f7155159d.png,True,683.0,1024.0,0.67,5.56991720199585,196.67682726555392,117.56522510669848,46.38471476236979,a model walks the runway at the fashion show,a woman walking down a runway wearing a tan dress and a blue top,1.0,"(156, 395, 235, 316)",0.0,1.0,3.0,True,夜蓝色,蔷薇辉石,紫色,"a full body view photo , a model walks the runway at the fashion show , White Race , Look_at_viewer","Women's Clothes for Spring and Summer , Daily Leisure Style Purple Color Pullover , Round Neck Collar , Medium Long Sleeve in Basic Sleeves Type, Cotton And Linen Fabric , Conventional Contour , Knot Kink Making Technology , Solid Color Texture , Belt Of This Cloth Accessories",768,1152
1346448,7472dc7d17cb7fb426c5b86643ae2148,2019春夏新西兰Miromoda Showcase成衣,Miromoda Showcase,33_da25e1ec8274f0d07333d42dd4a8a00a,0.3338,0.2344,0.6164,0.9014,女装,春夏,浪漫/淑女,连体裤,方形领,无袖,无袖,棉麻,H型,长款,无工艺,纯色,,imgs/show_768/e73612e860c9da3ef6efa1bb011d96c5_6c1640be84bf23c2932fa61f7155159d.png,True,683.0,1024.0,0.67,5.56991720199585,196.67682726555392,117.56522510669848,46.38471476236979,a model walks the runway at the fashion show,a woman walking down a runway wearing a tan dress and a blue top,1.0,"(156, 395, 235, 316)",0.0,1.0,3.0,True,古巴沙色#肉色,棕灰褐#桃泥色,大地色#粉色,"a full body view photo , a model walks the runway at the fashion show , White Race , Look_at_viewer","Women's Clothes for Spring and Summer , Romance / Lady Style Earth Tone & Pink Color Rompers , L Size , Square Neck Collar , Sleeveless , Cotton And Linen Fabric , H-Line Contour , No process Making Technology , Solid Color Texture",768,1152
1348703,2d78540c92599ff4dd1aa2709e86f994,19/20秋冬拉各斯Mai Atafo成衣,Mai Atafo,33_1dbdd4fc6ae98b356c43b1aa34e18b5f,0.342,0.267,0.6847,0.5971,男装,秋冬,都市#复古,西服,翻驳领,中长袖,基础袖,正装面料,H型,中款,无工艺,纯色,基础扣饰,imgs/show_768/e9fcb0501b468531980751af8f2f7815_66fc6c366b91c6ceb2d839cf07a3f5ee.png,True,1500.0,2251.0,0.67,5.902950286865234,48.887827430179776,91.86972837094908,78.63794623480902,a model walks the runway at the dolcel show,arafed man in a brown suit walking down a runway,1.0,"(228, 427, 307, 348)",3.0,1.0,3.0,False,菊苣咖啡#巧克力酱色,深桃木色#咖啡色,大地色,"a full body view photo , a model walks the runway at the dolcel show , Black Race","Man's Clothes for Autumn and Winter , Urban & Retro Style Earth Tone Color Blazer , M Size , Revers Collar , Medium Long Sleeve in Basic Sleeves Type, Suit Fabrics Fabric , H-Line Contour , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
1348704,2d78540c92599ff4dd1aa2709e86f994,19/20秋冬拉各斯Mai Atafo成衣,Mai Atafo,33_1dbdd4fc6ae98b356c43b1aa34e18b5f,0.4113,0.4753,0.6227,0.8694,男装,秋冬,都市#复古,中长裤,翻驳领,中长袖,基础袖,正装面料,H型,超长款,无工艺,纯色,,imgs/show_768/e9fcb0501b468531980751af8f2f7815_66fc6c366b91c6ceb2d839cf07a3f5ee.png,True,1500.0,2251.0,0.67,5.902950286865234,48.887827430179776,91.86972837094908,78.63794623480902,a model walks the runway at the dolcel show,arafed man in a brown suit walking down a runway,1.0,"(228, 427, 307, 348)",3.0,1.0,3.0,False,菊苣咖啡#巧克力酱色,深桃木色#咖啡色,大地色,"a full body view photo , a model walks the runway at the dolcel show , Black Race","Man's Clothes for Autumn and Winter , Urban & Retro Style Earth Tone Color Middle Trousers , XL Size , Revers Collar , Medium Long Sleeve in Basic Sleeves Type, Suit Fabrics Fabric , H-Line Contour , No process Making Technology , Solid Color Texture",768,1152
1348808,2d78540c92599ff4dd1aa2709e86f994,19/20秋冬拉各斯Mai Atafo成衣,Mai Atafo,33_0380f76d3b6549975d749c5ce0eca0f8,0.356,0.2777,0.6627,0.6037,女装,秋冬,都市,西服,翻驳领,中长袖,基础袖,正装面料,,中款,无工艺,纯色,基础扣饰,imgs/show_768/edf3b4c9c3645a0132bec34355d63911_f3525cb3bdb6a618c624afb39edd3abe.png,True,1500.0,2251.0,0.67,5.682826042175293,60.31402446038187,101.61281331380208,78.42686744972512,a model walks the runway at the maison maison maison maison maison maison maison maison maison maison maison maison,a woman in a brown suit walking down a runway,1.0,"(252, 419, 331, 340)",3.0,1.0,3.0,False,菊苣咖啡,深桃木色,大地色,"a full body view photo , a model walks the runway at the maison , Black Race","Women's Clothes for Autumn and Winter , Urban Style Earth Tone Color Blazer , M Size , Revers Collar , Medium Long Sleeve in Basic Sleeves Type, Suit Fabrics Fabric , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
1348809,2d78540c92599ff4dd1aa2709e86f994,19/20秋冬拉各斯Mai Atafo成衣,Mai Atafo,33_0380f76d3b6549975d749c5ce0eca0f8,0.4433,0.5793,0.6087,0.8752,女装,秋冬,都市,中长裤,,,基础袖,化纤,常规型,长款,无工艺,纯色,,imgs/show_768/edf3b4c9c3645a0132bec34355d63911_f3525cb3bdb6a618c624afb39edd3abe.png,True,1500.0,2251.0,0.67,5.682826042175293,60.31402446038187,101.61281331380208,78.42686744972512,a model walks the runway at the maison maison maison maison maison maison maison maison maison maison maison maison,a woman in a brown suit walking down a runway,1.0,"(252, 419, 331, 340)",3.0,1.0,3.0,False,巧克力蛋糕色,咖啡色,大地色,"a full body view photo , a model walks the runway at the maison , Black Race","Women's Clothes for Autumn and Winter , Urban Style Earth Tone Color Middle Trousers , L Size , Chemical Fabric , Conventional Contour , No process Making Technology , Solid Color Texture",768,1152
1351070,194a72b69af2db5bd6270ec1e4ecdbae,21/22秋冬东京Jane Marple成衣,Jane Marple,33_b03defdd093f64783e90a738d0c162df,0.366,0.234,0.5933,0.4907,男装,春夏,都市,套衫,翻领,中长袖,,棉麻,常规型,无法确定,打结-扭结#拼接,纯色,,imgs/show_768/2b84dbf2b6676c5e8c2dfe831603161f_d6465d8d3542578041892e50b98f7f25.png,True,1500.0,1500.0,1.0,5.233645439147949,126.00297602793307,196.26872649016204,11.451047544126157,a young boy wearing a white shirt and black pants,arafed image of a young man in a white shirt and tie,1.0,"(204, 435, 283, 356)",0.0,1.0,3.0,False,炽白#夜蓝色#灰丁香色,亮白#蔷薇辉石#蒸汽蓝,黑白灰#紫色,"a full body view photo , a young boy wearing a white shirt and black pants , White Race","Man's Clothes for Spring and Summer , Urban Style Achromatic & Purple Color Pullover , Lapel Collar , Cotton And Linen Fabric , Conventional Contour , Knot Kink & Splicing Making Technology , Solid Color Texture",768,1152
1351071,194a72b69af2db5bd6270ec1e4ecdbae,21/22秋冬东京Jane Marple成衣,Jane Marple,33_b03defdd093f64783e90a738d0c162df,0.416,0.4073,0.5993,0.814,男装,春夏,工装风,中长裤,,,基础袖,化纤,,长款,无工艺,纯色,基础扣饰,imgs/show_768/2b84dbf2b6676c5e8c2dfe831603161f_d6465d8d3542578041892e50b98f7f25.png,True,1500.0,1500.0,1.0,5.233645439147949,126.00297602793307,196.26872649016204,11.451047544126157,a young boy wearing a white shirt and black pants,arafed image of a young man in a white shirt and tie,1.0,"(204, 435, 283, 356)",0.0,1.0,3.0,False,海军西装外套,幽蓝,蓝色,"a full body view photo , a young boy wearing a white shirt and black pants , White Race","Man's Clothes for Spring and Summer , Tooling Style Blue Color Middle Trousers , L Size , Chemical Fabric , No process Making Technology , Solid Color Texture , Basic Buckle Accessories",768,1152
